given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id
charlotte,poyntz,,heidelberg street,rainbow ridge,rose bay,2195,sa,19610502,4585131,29842
zachary,rees,4,hicks street,ferndale,camira,3016,vic,19660116,8690395,4034
madeleine,kingsley,43,tuross close,colooli village,,5107,nsw,19290406,4242245,486
trent,miles,10,ashby circuit,kilnacrott,come by chance,6239,nsw,19711119,1065749,52384
oliver,durnin,7,davies place,fairlane estate,paddington,2024,nsw,19380406,3903404,30874
jessica,smallacombe,43,eve pelace,ellerslee,nunawading,5504,vic,19060713,6942191,47634
annabel,coleman,3,thesiger court,,punchbowl,4370,nsw,19621002,2453001,75414
zac,crosswell,5,robertson street,,mount pleasant,3931,sa,19870929,5911092,42888
silas,laundy,19,pogney place,cumkillenbar,berwick,2444,qld,19651115,4501441,68881
zac,cresp,,nambucca street,,sandy bay,2768,vic,19761117,2624663,78895
nde,lodge,32,karuah street,,bundamba,2280,act,19510526,9020603,73181
colquhoun,chelsea,22,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220,4281779,76155
samuel,ryan,31,gossenstreet,allunga,brightwaters,3053,qld,19670118,5648286,15592
finlay,rivef,5,crisp circuit,kerse y' south,newstead,2071,vic,19111130,1094276,77264
lily,lillie-hinrichs,14,balsillie crescent,brindabella specialist centre,budgong,6164,nsw,19920421,5168585,43675
harry,gren,20,louisa lawsondcrescent,,bligh park,2560,wa,19790228,5349388,90976
meg,velzeboer,24,kosciusko avenue,homesite 3,labrador,3806,nsw,19690222,5490038,39711
dylan,campbell,,mackey plce,cypress garden,booval,2604,vic,19900718,4147733,47265
lily,sideris,16,hallstrom circuit,,,6012,nsw,19150910,9848730,47698
aprl,shephedrdson,2,oxley st reet,medical centre,warooka,4118,vic,19550216,5167601,5718
tara,whiteh,320,wintersmreet,yengola,wanneroo,3153,nsw,19460615,3244945,11924
alexadra,grosvenor,9,anembo street,glenlee,frankton,4818,nsw,19930305,2128447,87354
eri n,blaschke,196,napthali close,glenegale,chelsea heights,6126,nsw,19811127,3326156,94530
michel,wuchatsch,66,meehan garden,medical centre,diaenlla,4700,wa,19190110,1614304,38531
chloe,arneil,113,pulle street,,belmoot,4883,nsw,19951224,4389592,78827
christopher,vilums,14,tazewlel circuit,,gerogeyr,4754,sa,19851127,5181241,77129
eva,hand,54,clare dennis avenue,padgee,north st ives,4068,qld,19810622,9709613,12155
rxy,royle,1915,endeavour street,lake kennedy street,cowell,2580,nsw,19250529,3753041,61517
neumann,amner,6,mockridge crescent,rodkley,hendra,2630,nsw,19361130,9872778,65488
sam,bentham,1,narran street,lake chatsworth,westlake,2036,vic,,8928819,95710
,seehusesn,198,alfredihll drive,sun city resort,elwood,3496,vic,19440409,4444319,51971
jett,ryan,415,hansen circuit,strathmore vineyard,armidale,2261,wa,19930310,6151421,72796
nathan,priest,363,banks street,manresa,rosehill,4570,act,19160503,4665603,65604
mia,elwan,19,macgregorstreet,rosedale,belmont,4703,tas,19990330,9541559,6032
,mccarthy,24,castleton crescent,north avenue,torquay,2035,nsw,19390515,4754971,780
samantha,forshaw,24,mcmillan crescent,tarwong,thebarton,3178,nsw,19420906,8586903,50547
isabella,shadnley,57,fincham crqscent,wilga,thebarton,2642,nsw,19520602,5904872,70577
dale,ottens,44,antigua,bellchambers crescent,wingham,5290,sa,,8176920,51242
kaitlin,geud,81,sheaffe street,,cronunlla,3266,vci,19090903,2838932,33075
ammy,ryan,39,moodie street,st francks vlge,ballarat,4701,nsw,19841029,1163615,37858
amelia,hillavy,299,mackellar crescent,burnside,ashfield,2043,qld,19970102,2137478,50267
liam,trzcinski,117,jacobs street,,frankston,2198,nsw,19280418,8941279,51350
louis,kluske,40,hawkesbury crescent,tritonc jnits,oakhurst,3157,nsw,19820727,7413438,43403
jordan,stubbs,119,walker crescent,blue hills,closeburn,3350,wa,19110311,7090961,7202
madison,boxha ll,10,yanda street,kookaburra village,dapto,4703,sa,19170926,7262746,80984
robert,mccarthy,39,gudgenbe close,ocean sta s villas,cairns,3450,nsw,19070923,5234558,11162
isabella,theodore,269,churchill way,niok a,concord,2446,vic,19711102,2898842,84968
matilda,mestrov,5,house circuit,retiremen tvillage,taringa,3820,,19801119,2563135,22602
alexandra,petersen,40,tindale street,oakdale,forrestfield,2287,vic,19320810,9411786,45844
william,dowley,8,terewah circuit,,poolaijelo,4198,sa,19100915,7001131,14066
james,auch-schwelk,199,beauchamp street,minadree,san remo,6021,qld,19830702,4902391,63811
charlotte,mazurek,16,towns crescent,arcadia,yagoona,2222,wa,19530128,6767692,58366
andrew,rawlings,112,norris place,curringa,east fremantle,2063,nsw,19080327,9292472,24954
christian,white,1,boolee street,noss,doubleview,4352,nsw,19491125,2992541,52744
thomas,dolan,75,tewksbury circuit,earl haven,birkdale,3911,nsw,19210716,2014032,19497
bianca,havelberg,8,lavery place,summer hill,mackay north,4220,wa,19670523,1895447,2200
kopievsky,jacob,24,downward place,banksia village,bunbury,4671,qld,19470530,3777070,92804
oliver,pinny,75,groveland crescent,littledale,boondall,2565,nsw,19450830,6490321,63968
natalia,donaldson,33,studley street,ferngully,hawthorn,2207,vic,19610927,4846388,75460
braiden,ewald,7,kambah exchahnge street,petriqil,yangebup,2135,vic,19631104,9333629,36691
ciaran,nguyen,57,woollum street,moline village,berwick,6157,qld,19860814,9056035,69715
charlotte,vincent,9,,lasswade,toowoomba,4814,nsw,,1033071,32664
zachary,,14,teaklep lace,the bowery,yarram,2299,sa,19100817,4968103,38804
nell,roche,15,caley crescent,morris arcade,goonellabah,4870,vic,19071008,8899086,40336
meg,fauser,2,bimbiang crescent,garden l reek,labrador,4034,qld,,3103165,20846
kiandra,cowle,2,gatliff place,rustenubr g sth,girgarre,3995,qld,19801125,3328205,13789
paul,coleman,35,fisk sreet,shopping centre,north ryde,2710,sa,19940821,7652642,72057
jayde,wessthorp,15,,,,2770,sa,19310128,9654784,29376
william,chandler,4,knox street,rowethorpe,bongaree,2147,qld,19190514,5929018,82620
breeanne,dibben,6,collicottvcircuit,berkley lodge,loganholme,2317,nsw,19241203,6261894,83187
sophie,bullvck,6,boolee ystreet,,portfairy,6076,sa,19510426,3859714,70781
james,beiler,26,devonport street,craiglee station,corojwa,4221,vic,19050207,3554756,1662
joshua,morrison,17,beasle ystfeet,markool,,5097,vic,19101123,1294692,83432
daniel,coxon,8,downard street,homewood,laanecoorie,3128,sa,19070923,5430172,33673
william,mcclelland,45,sparkse close,opal cove resort,bowen mountain,6010,wa,19620103,1937435,91300
aidan,blackwell,24,eddy crescent,crosshills,white paltch,2211,vic,19670617,5406026,39431
ayla,benjamin,3,concept,bradfield street,tatura,2003,wa,,4452328,94931
jessica,whale,38,pambula street,blue shadows,surry ihlls,2541,nsw,19341001,6125303,79159
harry,tippins,86,bussau close,nort h arm,klemzog,4005,nws,19490706,7994028,13033
corie,hyland,,spowers circuit,,tweed heads,5084,vic,19570810,3236512,90303
stephanie,blackney,18,,mayfair,briar hill,3139,vic,19090220,9157975,88875
mason,worsley,12,waratah street,st francis vlge,bull creek,3401,nsw,19660827,4225051,32811
,matson,65,macphersun street,mlc centre,dural,5555,nsw,19350505,8969597,94865
bullock,holly,609,shepherdson place,rosedale,rose bay,2160,vic,19071006,1839802,98325
liam,toseland,6,,hilldale,mosn an,4702,sa,19100830,4439847,8673
bethany,cochrane,20,scott street,the willows,pennant hills,3160,vic,19230122,9211271,231
kyle,minards,23,beetaloo street,old post office,downer,3996,wa,19180430,9745200,15550
marcus,reid,290,geils ocurt,cambri vlge,naremburn,6020,nsw,19400624,3592731,61082
felicigy,pulford,40,federal highway,argyle,mayfield,4125,qld,19860610,2661643,96444
nell,rocheq,15,caley crescent,jalna (cnr barbato c corner,south perth,4870,vic,19071008,8899086,36536
ryleh,laundy,45,robinson street,hgp,lake haven,6005,vic,19880308,9364898,52256
,banasevich,124,grieve place,,gawler east,2400,sa,19400330,8359979,16050
jarrod,clarke,18,guthridge crescent,lyra park,moama,3011,qld,19070418,3612563,38498
demie,hirota,19,suttor street,,dulwich hill,4551,qld,19370501,2070669,6673
andrew,langrehr,287,chippindall circuit,sleepy pines,caves beach,3125,nsw,19000129,8095334,46148
liam,shoben,13,sheehy street,part sect 231,kardinya,3182,qld,19220917,4177703,60884
james,blake,8,barraclough crescent,homesite 3,nicholls,4215,vic,19820712,8720481,93954
sarah,large,82,reveley crescent,mountain view ret,bomaderry,3216,wa,19590207,5784875,50929
john,banelis,5,sexton street,glenhurst,auburn,3140,vic,19981006,8328210,34746
angus,rees,23,heato n place,panagni,new farm,6219,nsw,19220723,8576362,70486
,de paoli,15,neumayer street,,prospect,2452,nsw,19990313,1420240,3766
alexandra,rohleder,2,kurrama close,albion grove,kilmore,4218,sa,19260609,4210279,22439
taliah,millar,115,mayfield hill street,the blackhut,willetton,2150,vic,19980429,5679277,16668
samuel,,446,limestone avenue,alton heills,brunswick west,5086,qld,19120212,8866520,73624
kykee,turale,81,rose scott circuit,,ashfield,4226,vic,19461101,4783085,98978
emiily,brummer-archer,33,mackenzie street,sunbury,salisbury heights,2121,wa,19670203,5628066,54035
zarran,weaver,13,ainsworth street,,wyoming,2441,tas,19161121,6514677,43204
emiily,green,2,brebner street,,bongaree,3340,vic,19380625,3643883,78782
bayley,wickek,27,rushbrook circuit,,port eliot,2487,nws,19890721,8338862,85981
,stolz,257,dixson circuit,marella,parmelia,4655,vic,19630105,7233680,2354
mikayla,lowe,9,gellibrand street,jeir park,vincentia,6152,nsw,19071218,2642175,61949
anika,spicer,3,melr ose drive,rmbe z770,view bank,2067,nsw,19861012,1434508,3948
seth,de bono,53,de lissa street,aldersyde estate,elsternwick,2280,vic,19340213,2768343,2111
tenille,swiggs,,verbrugghenstreet,gallaghre hse,artaromn,7300,qld,19730510,6436926,70117
jazz,,55,hambidge crescent,the bight,angurugu,4170,vic,19390731,7164553,4993
jasser,wessthorp,15,,,gwandalan,2770,sa,19310128,9654784,88718
brigette,snoad,6,chandler street,on river,wangaratta,5690,nsw,19880703,5625214,74040
,wilksn,5,beaumont close,tyrone hills,coonabarabran,4020,nsw,19640105,5556499,81470
jake,burnell,34,bennelong drescent,greta main,ivanhoe,5066,nsw,19170529,9639692,67567
silas,webb,20,jacka crescent,shopping centre,nambour,4306,vic,19580212,7373672,58474
erin,kerslake,19,daintree crescent,mountain view village,woy woy,2026,nsw,19910805,5753438,54813
elia,sherriff,30,a'beckett street,,emerald,4280,nsw,19471027,9700056,98308
alexander,mason,19,ellenborough street,flinders place,windsor,2320,wa,19360210,9589876,96175
alisa,marous,13,belvedere,algan street,baslina,3274,qld,19061125,7818366,27958
cooper,felten,19,masters place,amherst village,greensborough,2250,qld,19290422,3396780,1441
campbkll,golder,12,affleck place,mlc centre,st alb ans,3149,qld,19960904,6563705,34822
briongy,dunstone,42,badham street,attunga orchard,macquariefields,3190,wa,19340729,7461019,50359
green,kasey,24,taroon place,trati l view,coom,3212,vic,19400105,8298067,56362
amy,chandler,,plant road,blck 1089,findon,2068,sa,19510715,8026179,21649
chelsea,banasevich,19,grieve bplace,bunderrjy,gawler east,2400,sa,19400330,8359979,52831
talia,leong,11,mortimer lewis drive,westbury,annandale,2166,sa,19900603,2598651,48558
rebecica,trenerry,38,ashburner street,,roxburgh park,2000,wa,19050103,2980023,94330
connor,hampton-smith,3,clancy street,kindilan,clare,2111,wa,19100907,5476174,60805
,morrison,66,quinlivan crescent,greengrove,caulfield north,4120,vic,19460909,3999669,78569
amber,held,24,lampard circuit,emerald garden,golden bay,2447,vic,19510806,3710651,43447
henry,bloomfied,97,mcdougall street,bendigo retirem ent village,rosebud,4563,wa,19321112,1646845,32609
ellen,dixon,69,litchfield place,,millkpark,4053,wa,19281110,9305219,77476
bailee,bevis,26,fitzsimmlns street,sovereing court,rochester,2620,vic,19070106,1266796,21927
blake,thiessen,16,kilburn close,wandarri,sandfly,2573,nsw,19241208,9632907,91434
nguyen,daniel,,castletoncrescent,,st johns park,5175,sa,19620518,8870477,37375
emma,papp-horvath,115,appel crescent,glen-moria,allambie,2222,nsw,19620713,5409983,57775
noah,welelr,174,swanto n street,morago,valentine,7305,nsw,19540118,7771880,68828
riley,wegemer,45,phillip a venue,walh alla,cremorne,3937,wa,19540621,9657253,25258
jacob,ryan,172,davidsonstreet,lakesied manor,brisbane,6167,nsw,19390210,9826543,58782
oliver,mugo,302,peat place,arlington,frankston,4518,qld,19101008,5994946,49863
,clarke,97,merfield place,the meardows,bull creek,2830,act,19210503,2257500,81990
hope,george,76,leahy close,,nanneella,6503,vic,19760629,9882299,27513
amy,allard,47,follett street,oakmont,penshurst,2121,vic,19931107,9211342,3546
caitlin,gallirhir,42,lanley square,cashbar,rochedale south,2790,sa,19770108,3809831,56561
andrew,gilbertson,116,anembo street,apt 312 the rock wall,nedlands,4702,nsw,19460513,1862712,38070
olier,durnin,7,davies place,fairlane estate,paddington,2042,nsw,19380406,3903404,42589
samantha,rees,93,oman place,locn 2192,parmelia,384,wa,19710708,5830377,73336
thomas,simmonds,17,,,berrimah,3136,nsw,19590127,2772828,16827
madison,everett,5,,rosedale,elizabeth vale,2040,wa,19880202,7155522,23841
sopihe,nguyen,26,namoi place,,mount colah,2550,nsw,19701117,2122377,82492
,glaws,3,sculptor street,green farm mates,hahndorf,2581,qld,19670317,3792276,60495
frahn,lauren,5,solomon crescent,stoney creek,leichhardt,2570,vic,19180701,3134475,97722
john,hamblin,27,claymore springs,wallace place,woy woy,6758,vci,19171215,1084423,45762
rosie,coleman,20,lyttleton crescent,cranbrook,plumpton,4610,nsw,19900221,1571899,16988
jared,tiller,5,anthony rolfe street,ellerside,oatlands,2630,sa,19850318,1712834,3550
hannagan,mikhayla,20,rupp lace,brentwoo dvlge,penshurst,2283,vic,19770501,1030769,42393
zachsry,hoep,64,costello circuit,foxlea,mosman,2280,nsw,19390217,2473890,60610
jayden,white,13,schwarz place,the swamp,lower templestowe,4650,nsw,19020807,5384541,57250
benedict,coleman,23,summerville crescent,huntawyle,avondale heights,4560,wa,19380327,1480351,88083
blake,coulson,77,macedonc rescent,the meadows,springwwod,5125,nsw,19490831,3468281,51796
cassandra,leonardi,62,clarkson street,yandar ms 582,ringwood,2281,nsw,19030404,2485158,78514
meg,lowry,36,elvire place,bowen park,kangaroo flat,4568,vic,19891025,2155627,6380
cameron,clarke,450,fihelly street,skerman chambers,,2100,nsw,19821218,1553578,59224
xavier,david,10,mcluckie crescent,glenbrae,murdoch,3143,sa,19320323,8644609,43381
joshua,mayman,7,pike place,,moorooka,2803,vic,19801013,1937873,42809
james,vincent,40,cumpston place,pacific palms caravn park,capertee,3350,nsw,19620905,3977077,68123
amber,kexel,9,daintree crescent,killuke,new farm,461,vic,,9952722,86441
sophie,lovelock,7,centaurus street,,pitt town,3180,nsw,19470413,1321061,9297
seanna,ebhrt,21,brewster place,,frankston,4507,qld,19711020,3939901,58187
louis,walpole,50,stretton crescent,kokoda hostel,campbelltown,5084,nsw,19160913,7894388,15517
georgia,pettigrove,5,sinclair street,pindf,prairie,2478,nsw,19231019,9695933,91555
masvn,caitlin,451,oakey creek road,moondah,,3036,nsw,19250317,2470308,93727
jakob,newey,47,leven street,lamington national,,5026,vic,19610203,3239832,62970
finn,hope,46,mather street,pinewood,lakes entrance,5700,nsw,19190225,4390315,38074
ellorah,baillie,13,gascoyne circuit,,,2289,nsw,19640610,5488100,39797
harry,peachey,45,george street,wirreanda vlge,huonbrook,3194,sa,19760829,7814989,80946
matthew,sunderland,522,max henry crescent,tigers hill,banks,4152,nsw,19190521,5343886,17575
michael,liersch,29,hallstrom circuit,lazy acres,northampton,4405,nsw,19360816,8185284,98549
harvey,shepherdson,34,lumholtz place,maranui,roleystone,6430,qld,19711002,3919359,63258
nicolle,heath,4,bennelong crescent,,page,650,nsw,19510117,8094711,25143
molly,schumann,8,doonkuna street,scottsdale,cleveland,6066,sa,19961030,6211905,18287
levi,pegg,32,edmondson street,crowden,kiara,2258,qld,19090425,5385357,32993
katie,mort,88,macquarie street,sorrento,paradise waters,3130,nsw,19630728,2683980,92939
caitlin,gallerhir,42,lanley square,cash bar,rochedale south,2790,sa,19770108,3809831,96876
melinda,sandman,468,nona place,stfrancisvillage,east hills,4065,tas,19541028,9843714,81371
lily,hoang,16,harpur street,robgill farm,camden,2444,wa,19621226,6810521,7796
daniel,kluske,40,hawkesbury crescent,triton units,oakhurst,3175,nsw,19820727,7413438,36729
,hyland,9,carter crescent,river bend,lower templestowe,4014,sa,19401030,7995432,75715
grace,morrison,66,quinlivan crescent,greengrove,caulfield north,4120,vic,19460909,3999669,86283
jean-claude,white,192,noel ryan garden,bowillia court,glengowrie,7018,nsw,19400918,9764411,30594
ashlie,mason,3,sinclairs treet,young retireeent village,flagstaff hill,3206,nsw,19540731,9955736,34457
teaha,thopre,42,buvelot street,wacharoo,moonah west,7320,vic,19480423,5430135,58857
natassia,blake,37,kathner street,watgania,batemans bay,7004,act,19000911,8022390,77057
alisa,marous,13,algan shreet,,ballina,3274,qld,19061125,7818366,83231
liam,krasioukova,,ebenezer street,ardrossan,malvern,4034,tas,19150503,3712942,61850
takeisha,freeborn,6,suttor street,the groves street,wentworth falls,4615,vic,19620206,8111362,59612
dean,hilton,13,mannheim street,riverbourne,devonport,2286,nsw,19450428,9281954,85086
thomas,collier,11,glynn street,stonehenge,eden,2617,vic,19100919,4514118,6625
jordan,green,21,gamburra street,john flynn medical centre,eden hills,6055,nsw,,3646581,22945
brooke,ryan,46,hodgson crescent,,cromebr,3055,nsw,19830207,6860717,35502
tate,broaby,38,davies place,glanworths tation,colonel ligjt gardens,2226,nsw,19190411,7838917,12218
larsisa,bradshaw,4,blamey crescent,longridge,dulwich hill,2153,qld,,1828283,36667
cameron,bisohp,4,chillagoestreet,editshh all,numeralla,6152,sa,19720319,8928429,73913
james,warneke,56,namadgi circuit,carrangrra,dalby,3000,nsw,19171112,5449129,13763
sophie,nguyen,66,belmore garden,palm lake resort,cooran,6083,qld,19960316,7719700,21856
caitlin,quill,5,mount vernon drive,ulah,plumpton,2705,vic,19880519,9429371,77991
zane,wilkins,,jervois street,cerbrus,coolaroo,6280,nsw,19471017,7918563,10220
freya,harslett,23,lilley street,spring creek,toormina,2615,tas,19950228,3045942,98927
